[2022-05-19 03:00:08,606] {taskinstance.py:1043} INFO - Dependencies all met for <TaskInstance: ETL.poblar_tablas.poblar_employee manual__2022-05-19T02:59:57.404457+00:00 [queued]>
[2022-05-19 03:00:08,768] {taskinstance.py:1043} INFO - Dependencies all met for <TaskInstance: ETL.poblar_tablas.poblar_employee manual__2022-05-19T02:59:57.404457+00:00 [queued]>
[2022-05-19 03:00:08,772] {taskinstance.py:1249} INFO - 
--------------------------------------------------------------------------------
[2022-05-19 03:00:08,776] {taskinstance.py:1250} INFO - Starting attempt 1 of 1
[2022-05-19 03:00:08,777] {taskinstance.py:1251} INFO - 
--------------------------------------------------------------------------------
[2022-05-19 03:00:09,007] {taskinstance.py:1270} INFO - Executing <Task(PostgresOperator): poblar_tablas.poblar_employee> on 2022-05-19 02:59:57.404457+00:00
[2022-05-19 03:00:09,104] {standard_task_runner.py:52} INFO - Started process 5829 to run task
[2022-05-19 03:00:09,112] {standard_task_runner.py:79} INFO - Running: ['***', 'tasks', 'run', 'ETL', 'poblar_tablas.poblar_employee', 'manual__2022-05-19T02:59:57.404457+00:00', '--job-id', '62', '--raw', '--subdir', 'DAGS_FOLDER/ELT.py', '--cfg-path', '/tmp/tmp0ptikn2r', '--error-file', '/tmp/tmpf06gul1p']
[2022-05-19 03:00:09,132] {standard_task_runner.py:80} INFO - Job 62: Subtask poblar_tablas.poblar_employee
[2022-05-19 03:00:10,346] {logging_mixin.py:109} INFO - Running <TaskInstance: ETL.poblar_tablas.poblar_employee manual__2022-05-19T02:59:57.404457+00:00 [running]> on host 096c3bc3ad3a
[2022-05-19 03:00:10,833] {taskinstance.py:1448} INFO - Exporting the following env vars:
AIRFLOW_CTX_DAG_EMAIL=estudiante@uniandes.edu.co
AIRFLOW_CTX_DAG_OWNER=Estudiante
AIRFLOW_CTX_DAG_ID=ETL
AIRFLOW_CTX_TASK_ID=poblar_tablas.poblar_employee
AIRFLOW_CTX_EXECUTION_DATE=2022-05-19T02:59:57.404457+00:00
AIRFLOW_CTX_DAG_RUN_ID=manual__2022-05-19T02:59:57.404457+00:00
[2022-05-19 03:00:10,963] {base.py:79} INFO - Using connection to: id: postgres_localhost. Host: host.docker.internal, Port: 5432, Schema: WWWIDWGrupo16, Login: Grupo16BI, Password: ***, extra: {}
[2022-05-19 03:00:11,711] {dbapi.py:225} INFO - Running statement: INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Lily Code',1,True,'Lily');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Isabella Rupp',2,False,'Isabella');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Ethan Onslow',3,False,'Ethan');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Amy Trefl',4,True,'Amy');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jai Shand',5,False,'Jai');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Anthony Grosse',6,True,'Anthony');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Taj Shand',7,True,'Taj');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Hudson Hollinworth',8,True,'Hudson');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jack Potter',9,True,'Jack');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Piper Koch',10,False,'Piper');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Hudson Onslow',11,True,'Hudson');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Sophia Hinton',12,True,'Sophia');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Henry Forlonge',13,False,'Henry');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Stella Rosenhain',14,False,'Stella');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Kayla Woodcock',15,True,'Kayla');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Katie Darwin',16,False,'Katie');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Alica Fatnowna',17,False,'Alica');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Eva Muirden',18,False,'Eva');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Archer Lamble',19,True,'Archer');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Isabella Rupp',20,False,'Isabella');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Lily Code',21,True,'Lily');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Ethan Onslow',22,False,'Ethan');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Amy Trefl',23,True,'Amy');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jai Shand',24,False,'Jai');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Anthony Grosse',25,True,'Anthony');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Taj Shand',26,True,'Taj');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Hudson Hollinworth',27,True,'Hudson');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jack Potter',28,True,'Jack');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Taj Shand',29,True,'Taj');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Hudson Hollinworth',30,True,'Hudson');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Lily Code',31,True,'Lily');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Piper Koch',32,False,'Piper');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jai Shand',33,False,'Jai');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Ethan Onslow',34,False,'Ethan');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Amy Trefl',35,True,'Amy');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Taj Shand',36,True,'Taj');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Ethan Onslow',37,False,'Ethan');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Hudson Onslow',38,True,'Hudson');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jack Potter',39,True,'Jack');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Hudson Hollinworth',40,True,'Hudson');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Sophia Hinton',41,True,'Sophia');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Henry Forlonge',42,False,'Henry');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Stella Rosenhain',43,False,'Stella');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jai Shand',44,False,'Jai');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Lily Code',45,True,'Lily');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Anthony Grosse',46,True,'Anthony');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Anthony Grosse',47,True,'Anthony');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Lily Code',48,True,'Lily');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Hudson Onslow',49,True,'Hudson');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Amy Trefl',50,True,'Amy');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Amy Trefl',51,True,'Amy');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Sophia Hinton',52,True,'Sophia');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jai Shand',53,False,'Jai');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Kayla Woodcock',54,True,'Kayla');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Isabella Rupp',55,False,'Isabella');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Lily Code',56,True,'Lily');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Anthony Grosse',57,True,'Anthony');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Lily Code',58,True,'Lily');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Piper Koch',59,False,'Piper');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jai Shand',60,False,'Jai');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Lily Code',61,True,'Lily');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Anthony Grosse',62,True,'Anthony');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Kayla Woodcock',63,True,'Kayla');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Jai Shand',64,False,'Jai');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Amy Trefl',65,True,'Amy');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Stella Rosenhain',66,False,'Stella');
INSERT INTO employee (Employee,Employee_Key,Is_Salesperson,Preferred_Name) VALUES ('Ethan Onslow',67,False,'Ethan');
